onboarded_month,user_login_month,count_user_login,auth_month,registration_status,primary_act_holder_member_id,transfer_amount,deposit_amount,deposit_count,transaction_amount,transfer_count
2021-10-23,2021-09-19,41,2021-04-08,onboarded,276,259.92,1283.1,71,37.37,43
2021-08-04,2021-12-07,14,2021-06-01,onboarded,283,902.3,968.4,1,78.44,8
2021-04-18,2021-09-26,88,2021-07-20,onboarded,427,1401.27,718.5,79,77.61,56
2021-12-29,2021-10-13,37,2021-02-06,onboarded,214,580.8,1043.6,54,45.99,72
2021-12-13,2021-02-11,36,2021-02-21,onboarded,417,1026.25,892.16,33,18.87,61
2021-05-06,2021-02-13,44,2021-12-12,activated,850,847.1,1890.74,55,69.6,55
2021-01-09,2021-09-13,60,2021-11-13,onboarded,431,529.16,1636.92,92,87.19,16
2021-08-24,2021-10-12,24,2021-12-05,onboarded,515,700.62,920.5,14,27.96,73
2021-10-14,2021-02-05,5,2021-11-11,onboarded,336,724.97,519.9,54,63.42,7
2021-07-13,2021-01-02,74,2021-10-06,onboarded,964,175.83,462.13,51,88.78,1
2021-03-28,2021-12-28,74,2021-04-22,onboarded,387,807.45,1503.88,12,27.8,56
2021-02-06,2021-02-24,94,2021-12-02,onboarded,309,1133.11,1860.74,25,63.73,97
2021-07-04,2021-08-30,21,2021-10-15,onboarded,985,469.83,1784.85,32,28.25,24
2021-01-26,2021-04-17,39,2021-07-30,onboarded,525,974.96,1419.59,87,38.2,66
2021-02-24,2021-03-02,6,2021-07-15,activated,336,909.55,1661.12,98,85.86,28
2021-06-06,2021-11-08,24,2021-08-28,onboarded,413,1701.26,1150.56,64,97.45,55
2021-08-17,2021-01-27,27,2021-10-05,pending,598,18.87,73.91,100,58.82,27
2021-01-07,2021-07-15,36,2021-09-06,pending,694,773.94,799.63,52,44.12,31
2021-01-06,2021-05-03,76,2021-01-19,onboarded,233,44.57,1986.9,98,65.66,65
2021-12-18,2021-12-02,73,2021-05-26,activated,890,1450.8,1549.36,28,17.4,53
2021-02-06,2021-12-07,78,2021-02-03,activated,141,232.58,780.15,56,38.9,2
2021-10-02,2021-12-02,100,2021-10-03,onboarded,191,1277.71,1315.29,57,6.54,87
2021-07-18,2021-08-14,86,2021-03-15,onboarded,331,19.9,422.54,87,93.69,26
2021-05-29,2021-09-08,78,2021-06-09,onboarded,511,108.21,640.53,92,35.6,94
2021-11-27,2021-07-19,58,2021-04-29,onboarded,757,83.18,1220.17,27,4.9,4
2021-06-30,2021-10-20,38,2021-03-16,onboarded,179,1755.63,1843.2,87,83.34,86
2021-08-27,2021-04-06,20,2021-04-19,onboarded,295,57.22,1104.68,98,7.63,82
2021-03-25,2021-04-06,48,2021-03-05,onboarded,780,1379.4,417.21,97,14.81,88
2021-03-11,2021-03-14,44,2021-03-25,onboarded,159,345.46,444.74,85,50.8,99
2021-07-23,2021-07-13,92,2021-12-11,onboarded,62,800.16,1633.31,54,6.67,71
2021-12-13,2021-02-07,83,2021-03-11,activated,732,392.4,391.37,62,32.71,54
2021-06-16,2021-12-01,53,2021-09-20,pending,95,1813.61,772.51,17,41.8,51
2021-07-27,2021-12-14,80,2021-09-16,onboarded,852,269.2,1864.25,23,24.22,21
2021-11-01,2021-04-25,88,2021-10-02,onboarded,934,1573.78,1635.12,41,30.3,52
2021-02-12,2021-05-26,19,2021-08-13,onboarded,471,771.3,1349.7,31,46.9,74
2021-09-05,2021-03-18,37,2021-06-09,onboarded,748,1240.32,1052.44,38,59.72,57
2021-06-11,2021-07-21,30,2021-02-26,onboarded,292,1261.25,1622.42,18,65.37,35
2021-06-04,2021-08-10,51,2021-10-09,onboarded,369,686.96,1394.51,61,1.36,95
2021-04-12,2021-02-15,64,2021-06-20,onboarded,47,752.53,1269.39,55,50.49,73
2021-07-11,2021-10-01,100,2021-04-08,onboarded,261,1021.86,1370.58,75,68.31,95
2021-07-23,2021-06-21,91,2021-10-06,pending,398,763.31,459.77,55,21.91,57
2021-12-09,2021-12-27,42,2021-08-10,onboarded,177,1289.17,432.86,6,77.89,55
2021-09-01,2021-01-03,59,2021-08-01,activated,247,816.55,1702.21,9,62.48,48
2021-01-22,2021-06-18,89,2021-09-06,onboarded,398,859.12,55.36,96,50.16,54
2021-12-16,2021-06-17,37,2021-01-04,onboarded,79,1041.95,972.2,29,99.12,23
2021-01-24,2021-05-20,7,2021-04-27,activated,432,1564.85,979.31,85,57.58,7
2021-05-10,2021-04-20,68,2021-11-18,onboarded,563,1037.5,582.65,87,37.98,7
2021-09-28,2021-07-11,34,2021-03-19,activated,617,932.14,406.38,26,2.43,79
2021-10-09,2021-02-11,50,2021-11-29,onboarded,764,672.19,251.6,22,11.29,48
2021-05-27,2021-04-10,32,2021-06-14,activated,582,1603.98,741.89,18,18.23,35
2021-03-12,2021-04-13,63,2021-03-16,onboarded,651,176.3,806.7,23,99.89,26
2021-08-22,2021-06-20,55,2021-11-09,onboarded,704,1743.46,1168.98,66,7.45,66
2021-08-30,2021-04-24,18,2021-07-06,onboarded,403,742.27,740.43,78,65.4,1
2021-03-19,2021-12-19,77,2021-09-08,onboarded,22,650.72,1226.94,28,9.82,28
2021-07-19,2021-03-14,35,2021-08-15,onboarded,100,155.9,522.45,64,80.39,48
2021-02-08,2021-06-03,10,2021-06-18,onboarded,988,1566.68,60.38,42,11.21,6
2021-07-19,2021-01-21,34,2021-08-11,onboarded,208,755.43,216.3,76,99.33,91
2021-02-18,2021-03-28,89,2021-09-18,onboarded,915,426.39,229.29,80,86.8,22
2021-03-23,2021-10-08,86,2021-08-09,activated,115,1379.86,1303.33,77,61.3,54
2021-05-03,2021-02-22,47,2021-12-24,pending,750,1940,1684.59,64,52.89,53
2021-06-25,2021-10-02,33,2021-05-30,activated,727,501.54,1609.3,69,99.1,26
2021-02-27,2021-05-11,39,2021-01-04,onboarded,769,616.33,1662.55,16,14.62,64
2021-01-22,2021-12-27,67,2021-05-02,activated,484,1458.83,1388.33,47,92.27,26
2021-02-05,2021-03-08,13,2021-12-06,onboarded,377,317.36,1147.38,81,34.67,57
2021-08-17,2021-10-12,40,2021-12-11,onboarded,203,1825.65,665.15,3,32.76,85
2021-09-20,2021-10-01,51,2021-10-20,activated,811,1706.8,1872.91,26,85.77,28
2021-04-11,2021-08-26,86,2021-05-30,activated,572,1968.55,892.6,31,78.37,36
2021-05-29,2021-07-09,27,2021-12-10,onboarded,825,1734.17,276.72,1,66.39,25
2021-10-22,2021-12-08,73,2021-12-03,activated,923,229.85,553.95,25,95.5,85
2021-01-20,2021-04-16,67,2021-04-14,activated,528,1755.6,521.36,3,50.25,15
2021-12-23,2021-04-14,67,2021-12-26,activated,79,398.31,977.55,36,82.61,20
2021-06-05,2021-08-24,48,2021-04-27,onboarded,784,1374.7,1613.4,59,37.3,35
2021-11-30,2021-03-08,5,2021-01-06,onboarded,609,1332.2,1307.99,37,76.79,49
2021-12-04,2021-03-23,52,2021-03-04,onboarded,573,535.41,1789.46,7,19.82,90
2021-12-26,2021-12-22,51,2021-02-12,activated,437,1286.27,164.7,55,97.96,25
2021-03-15,2021-07-09,29,2021-12-29,pending,50,1730.67,52.99,75,50.7,52
2021-04-07,2021-07-02,11,2021-01-02,pending,677,1144.22,1921.4,62,23.83,33
2021-06-10,2021-10-20,38,2021-04-20,activated,971,1549.66,1236.24,74,60.23,24
2021-01-10,2021-11-29,19,2021-07-18,onboarded,779,659.42,1303.84,77,61.25,18
2021-06-09,2021-06-15,89,2021-01-17,activated,328,1087.35,188.12,92,32.5,20
2021-08-06,2021-08-16,50,2021-10-23,pending,784,294.54,340.33,43,29.1,59
2021-04-21,2021-03-27,44,2021-07-10,onboarded,828,945.65,564.11,8,60.89,97
2021-02-23,2021-12-01,36,2021-05-07,onboarded,861,1599.31,1694.19,22,81.84,73
2021-07-08,2021-08-21,15,2021-04-09,onboarded,746,1696.77,1486.89,21,92.95,52
2021-04-27,2021-06-27,73,2021-04-28,pending,60,1810.9,1574.98,43,89.61,76
2021-10-21,2021-04-13,5,2021-09-23,onboarded,313,605.3,631.68,27,2.88,59
2021-02-13,2021-12-28,90,2021-06-21,onboarded,889,708.67,623.39,56,9.67,12
2021-04-09,2021-07-17,90,2021-10-15,pending,225,1367.5,1799.63,40,64.92,82
2021-06-16,2021-11-23,6,2021-03-30,activated,99,1571.43,694.97,6,69.99,98
2021-09-12,2021-11-05,63,2021-06-24,onboarded,816,1044.26,1521.38,93,58.2,62
2021-06-25,2021-05-02,5,2021-08-13,onboarded,331,1044.23,871.27,15,41.52,71
2021-10-11,2021-10-14,76,2021-12-22,onboarded,495,1712.53,640.2,53,30.24,76
2021-01-17,2021-01-19,42,2021-03-14,onboarded,761,19.51,937.13,49,91.74,16
2021-08-27,2021-12-28,66,2021-10-20,activated,112,155.45,1219.87,8,58.29,29
2021-04-23,2021-05-07,88,2021-03-12,activated,693,1326.15,1052.8,54,98.69,65
2021-11-06,2021-07-31,15,2021-04-15,onboarded,462,572.18,524.25,75,43.48,15
2021-10-01,2021-08-25,34,2021-05-14,onboarded,349,1374.95,734.81,21,18.68,72
2021-01-03,2021-03-31,87,2021-05-28,pending,882,28.54,1325.2,100,4.12,64
2021-12-24,2021-10-01,90,2021-04-18,onboarded,530,609.91,1071.87,47,96.82,57
2021-09-29,2021-06-11,65,2021-02-19,onboarded,73,932.43,1742.36,77,8.32,53
2021-01-09,2021-08-07,13,2021-01-19,onboarded,422,903.7,982.81,1,81.36,53
2021-07-18,2021-05-11,72,2021-01-03,onboarded,973,1307.47,25.36,32,47.43,47
2021-09-01,2021-12-23,55,2021-01-31,activated,41,583.57,699.99,7,21.9,61
2021-12-30,2021-03-25,22,2021-10-16,onboarded,436,1692.76,1513.53,44,57.43,58
2021-10-21,2021-09-30,45,2021-03-01,onboarded,170,75.53,242.83,92,88.5,11
2021-03-15,2021-03-16,23,2021-05-29,onboarded,797,1042.94,1435.65,64,66.24,98
2021-07-04,2021-12-26,10,2021-07-12,onboarded,890,287.63,70.44,23,78.84,57
2021-10-18,2021-03-22,13,2021-09-26,activated,350,1114.7,537.92,27,90.31,53
2021-02-24,2021-08-24,65,2021-12-28,pending,107,1323.71,1485.93,91,4.3,4
2021-08-09,2021-08-03,91,2021-09-15,activated,216,405.66,1646.79,15,55.44,44
2021-04-21,2021-04-27,62,2021-12-21,onboarded,73,1125.59,106.78,27,62.54,40
2021-07-05,2021-03-17,10,2021-07-11,onboarded,146,1567.53,1760.59,43,94.16,7
2021-09-01,2021-11-30,61,2021-09-07,onboarded,761,1136.8,1259.39,62,50.4,16
2021-02-21,2021-10-26,78,2021-09-20,onboarded,765,1203.2,273.93,53,35.4,6
2021-09-26,2021-12-29,23,2021-12-11,activated,854,916.84,1252.2,54,4.55,61
2021-01-07,2021-05-15,75,2021-07-28,onboarded,452,923.48,759.17,4,10.97,28
2021-03-01,2021-11-01,78,2021-09-20,onboarded,629,1860,1878.61,27,98.68,13
2021-11-18,2021-09-11,10,2021-09-27,onboarded,843,1118.76,1547.2,94,8.75,87
2021-07-04,2021-07-16,24,2021-01-30,activated,90,586.13,928.4,62,71.88,60
2021-03-24,2021-12-26,17,2021-12-07,onboarded,447,1245.86,738.8,65,71.8,50
2021-07-04,2021-09-24,85,2021-05-22,onboarded,443,337.56,816.81,93,33.45,52
2021-09-08,2021-05-23,18,2021-09-06,onboarded,123,1188.21,88.59,32,43.99,49
2021-05-04,2021-01-07,32,2021-05-08,activated,878,584.8,1501.81,99,86.43,41
2021-11-22,2021-12-25,7,2021-11-14,onboarded,394,542.78,793.26,60,9.85,39
2021-07-30,2021-02-28,1,2021-06-21,onboarded,56,1487.49,617.7,38,72.9,82
2021-11-27,2021-10-22,53,2021-02-18,onboarded,674,1682.32,1709.25,59,86.82,6
2021-07-18,2021-03-01,35,2021-06-09,onboarded,393,542.39,521.47,37,45.27,28
2021-06-13,2021-05-29,33,2021-07-12,activated,10,335.63,1078.78,81,13.92,81
2021-05-13,2021-05-01,21,2021-11-21,onboarded,98,939.5,7.79,1,68.59,43
2021-03-02,2021-12-27,20,2021-08-18,onboarded,376,1293.19,1669.75,74,9.12,91
2021-06-17,2021-08-04,89,2021-01-19,onboarded,167,1707.91,295.12,32,57.42,99
2021-09-27,2021-11-30,31,2021-07-19,onboarded,823,1442.69,172.7,62,54.94,5
2021-10-08,2021-12-22,34,2021-01-02,activated,459,1272.68,1595.56,76,26.2,31
2021-04-01,2021-01-05,14,2021-06-22,activated,300,1727.25,1555.21,88,69.25,16
2021-08-30,2021-06-30,11,2021-10-29,activated,184,483.33,1141.98,13,79.64,64
2021-06-29,2021-11-16,18,2021-10-07,activated,609,460.94,6.95,68,11.1,16
2021-04-18,2021-12-28,29,2021-03-25,onboarded,272,1015.31,284.51,97,26.57,13
2021-09-14,2021-10-13,73,2021-02-15,onboarded,634,573.42,1665.7,72,8.4,14
2021-04-11,2021-01-27,1,2021-02-10,onboarded,354,1594.58,1709.71,84,34.3,3
2021-01-29,2021-04-08,81,2021-03-09,onboarded,517,1251.54,405.12,68,10.46,87
2021-11-04,2021-09-06,44,2021-04-14,onboarded,970,1622.25,690.34,51,50.93,80
2021-05-22,2021-07-30,16,2021-02-19,onboarded,530,1278.32,268.3,13,38.55,66
2021-03-12,2021-02-04,73,2021-12-17,activated,658,1262.34,1907.67,59,15.82,1
2021-03-27,2021-08-05,44,2021-12-09,onboarded,714,1854.82,47.52,19,96.32,19
2021-11-30,2021-03-16,85,2021-12-01,activated,265,1515.1,1571.59,14,32.65,47
2021-08-23,2021-08-02,65,2021-11-22,onboarded,955,835.35,1682.84,43,91.81,39
2021-08-28,2021-10-28,66,2021-10-25,activated,335,641.75,277.39,89,63.2,42
2021-09-05,2021-09-04,98,2021-10-13,activated,699,699.14,494.14,89,93.13,44
2021-10-31,2021-05-01,36,2021-05-10,onboarded,635,156.76,1895.23,7,20.68,100
2021-11-05,2021-03-20,36,2021-11-27,onboarded,71,216.69,38.39,86,70.89,71
2021-02-14,2021-03-08,13,2021-09-26,activated,840,369.33,576,22,25.65,90
2021-01-04,2021-01-27,3,2021-03-10,onboarded,311,1704.93,656.12,16,36.56,19
2021-07-28,2021-02-05,6,2021-02-10,onboarded,614,658.3,1092.15,65,73.21,6
2021-11-06,2021-04-19,50,2021-09-29,activated,178,1788.31,1341.47,61,20.88,5
2021-02-01,2021-08-07,71,2021-04-12,activated,657,94.62,1189.45,84,34.56,89
2021-10-12,2021-03-08,18,2021-09-18,onboarded,256,453.39,753.52,16,56.14,31
2021-12-09,2021-01-07,66,2021-09-21,onboarded,240,1058.65,74.84,73,32.26,59
2021-07-26,2021-06-11,42,2021-08-31,pending,535,427.43,488.34,53,55.51,6
2021-08-13,2021-11-03,12,2021-10-11,onboarded,961,98.3,825.71,84,44.79,100
2021-01-26,2021-08-13,33,2021-06-27,activated,94,115.86,1426.52,45,1.57,86
2021-10-11,2021-12-12,62,2021-04-18,activated,25,44.48,117.69,64,48.44,69
2021-03-26,2021-02-09,2,2021-03-16,activated,171,546.35,1810.45,57,75.87,60
2021-11-23,2021-09-12,44,2021-11-15,activated,324,851.37,1976.93,84,88.49,45
2021-03-13,2021-04-17,18,2021-07-31,onboarded,6,1007.21,1771.41,82,3.11,51
2021-05-14,2021-08-21,42,2021-08-03,activated,939,1013.87,1750.38,62,83.41,13
2021-01-06,2021-07-28,45,2021-04-03,onboarded,128,890.75,81.3,61,11.4,84
2021-06-13,2021-03-18,99,2021-06-14,onboarded,611,133.78,270.7,23,92.43,44
2021-03-22,2021-11-06,44,2021-09-25,onboarded,664,830.12,569.31,17,70.93,53
2021-01-26,2021-07-02,3,2021-01-30,onboarded,827,121.41,833.1,97,51.26,60
2021-11-14,2021-04-01,35,2021-11-13,onboarded,523,1170.57,589.18,34,71.9,30
2021-08-22,2021-03-14,63,2021-03-14,onboarded,419,1838.38,214.34,42,94.98,8
2021-06-18,2021-07-08,40,2021-09-07,onboarded,98,1020.94,483.66,23,92.5,33
2021-12-16,2021-02-21,30,2021-11-10,onboarded,921,519.59,199.39,43,39.67,89
2021-05-25,2021-12-09,44,2021-04-28,onboarded,884,1534.59,1098.75,64,99.2,58
2021-01-24,2021-07-29,74,2021-03-18,onboarded,602,900.95,515.42,18,60.6,88
2021-11-03,2021-12-09,55,2021-11-23,onboarded,155,1711.54,1161.17,78,75.9,66
2021-06-27,2021-02-10,15,2021-11-16,onboarded,959,42.14,670.66,85,49.77,82
2021-11-20,2021-11-17,97,2021-08-10,onboarded,696,1484.55,1403.83,79,16.94,12
2021-03-30,2021-04-14,24,2021-07-04,activated,567,1379.64,1488.48,56,28.9,67
2021-12-29,2021-01-09,38,2021-04-11,pending,390,237.26,833.97,47,87.72,41
2021-10-29,2021-02-14,92,2021-09-24,activated,859,103.32,809.21,31,36.6,44
2021-01-20,2021-04-30,30,2021-04-19,onboarded,714,1590.48,1973.75,88,58.48,24
2021-12-19,2021-07-29,40,2021-09-30,onboarded,568,1567.7,1798.3,88,30.5,77
2021-02-15,2021-02-24,94,2021-12-26,activated,267,819.34,1418.86,71,45.41,81
2021-01-22,2021-12-19,54,2021-10-03,activated,999,1873.31,1358.7,4,82.82,80
2021-11-16,2021-05-17,97,2021-10-29,onboarded,864,191.18,981.66,21,34.92,70
2021-04-24,2021-02-25,46,2021-10-29,pending,496,1678.6,864.26,1,92.17,27
2021-11-16,2021-09-29,1,2021-02-27,onboarded,280,1870.86,1798.79,36,62.2,30
2021-11-28,2021-05-24,56,2021-10-17,onboarded,836,1008.1,633.92,90,30.98,9
2021-02-21,2021-11-20,98,2021-02-28,activated,127,950.86,1892.3,58,2.93,3
2021-08-30,2021-04-22,23,2021-03-27,onboarded,90,713,1226.78,47,34.8,94
2021-08-26,2021-12-17,57,2021-06-04,onboarded,174,455.98,1724.41,85,26.73,41
2021-07-09,2021-03-11,79,2021-08-14,activated,611,850.65,609.4,11,36.22,6
2021-05-05,2021-03-19,45,2021-03-11,onboarded,375,956.91,1170.47,69,27.82,53
2021-05-14,2021-12-30,19,2021-04-09,activated,254,789.82,1297.16,60,46.97,55
2021-04-07,2021-07-22,9,2021-09-30,onboarded,922,343.99,773.6,34,50.35,76
2021-08-13,2021-06-15,87,2021-01-17,activated,905,994.96,18.25,23,98.39,7
2021-10-05,2021-07-18,93,2021-10-22,onboarded,141,1132.18,126.7,4,93.55,80
2021-10-06,2021-09-09,63,2021-08-27,onboarded,335,214.96,93.19,78,60.57,67
2021-04-12,2021-02-27,65,2021-07-17,activated,622,1142.95,1226.65,80,53.42,47
2021-05-27,2021-07-29,7,2021-12-20,activated,525,873.4,1524.31,8,82.87,61
2021-09-28,2021-06-25,97,2021-08-27,onboarded,432,1699.4,486.54,93,88.76,81
2021-11-21,2021-05-28,22,2021-11-30,onboarded,469,1067.4,1575.59,33,19.97,41
2021-07-27,2021-02-03,60,2021-03-14,activated,520,123.33,557.81,7,47.65,61
2021-10-25,2021-02-05,58,2021-10-01,onboarded,814,1483.94,256.2,15,56.93,13
2021-07-06,2021-11-28,40,2021-03-14,activated,686,424.1,775.92,67,41.59,96
2021-12-28,2021-08-17,61,2021-03-19,activated,514,339.71,686,28,57.92,71
2021-06-04,2021-11-09,47,2021-01-26,onboarded,464,265.2,305.73,3,88.59,5
2021-07-23,2021-12-11,28,2021-07-21,activated,654,822.48,559.2,38,74.84,44
2021-09-24,2021-08-26,8,2021-01-02,onboarded,104,788.12,994.33,30,17.8,73
2021-04-21,2021-03-01,9,2021-07-18,activated,776,209.19,561.6,36,84.86,37
2021-12-26,2021-07-29,20,2021-06-30,activated,770,577.47,1038.87,96,46.33,91
2021-11-01,2021-06-27,68,2021-09-26,onboarded,430,1615.72,1690.6,28,35.65,69
2021-10-22,2021-04-26,49,2021-08-25,pending,251,1222.35,1917.4,21,55.17,20
2021-10-23,2021-06-18,60,2021-07-24,activated,55,630.55,1134.4,22,87.88,74
2021-07-17,2021-09-17,14,2021-11-11,activated,291,688.35,1761.32,34,95.79,97
2021-05-22,2021-12-16,98,2021-02-17,onboarded,344,40.28,1093.51,31,36.56,72
2021-12-13,2021-05-31,68,2021-02-25,activated,463,881.9,1999.41,37,13.61,72
2021-10-25,2021-05-04,82,2021-09-19,activated,364,1021.11,1811.71,54,4.53,90
2021-10-22,2021-05-24,21,2021-07-16,onboarded,457,1453.17,616.35,67,60.28,40
2021-01-24,2021-08-05,83,2021-09-24,onboarded,266,1943.54,122.18,96,6.64,53
2021-03-24,2021-01-29,40,2021-08-31,pending,738,213,1608.51,61,75.47,28
2021-09-21,2021-12-29,19,2021-09-22,onboarded,958,1850.8,1146.9,65,25.35,83
2021-03-12,2021-03-23,85,2021-11-27,activated,417,443.4,734.68,53,29.55,63
2021-05-13,2021-08-29,44,2021-12-12,onboarded,950,1666.3,1839.83,88,30.89,51
2021-09-09,2021-12-07,90,2021-10-05,onboarded,584,866.3,564.58,49,57.89,65
2021-12-10,2021-10-20,91,2021-10-04,activated,186,968.45,89.82,96,86.29,36
2021-08-17,2021-03-05,49,2021-09-30,onboarded,332,853.98,771.72,77,37.46,74
2021-10-28,2021-07-15,97,2021-06-05,onboarded,419,1128.76,640.66,52,5.18,23
2021-07-20,2021-08-02,7,2021-10-22,activated,732,1060.29,990.91,24,7.8,25
2021-10-26,2021-04-29,9,2021-01-26,activated,899,744.26,1739.81,94,66.1,83
2021-03-10,2021-11-13,60,2021-01-05,onboarded,629,1094.88,585.98,11,96.73,58
2021-08-07,2021-05-26,19,2021-01-28,onboarded,596,1336.1,1211.63,8,71.75,29
2021-08-30,2021-09-06,13,2021-09-09,onboarded,933,144.96,1351.34,94,33.84,58
2021-08-02,2021-06-02,40,2021-03-26,pending,963,1199.32,433.98,67,58.26,48
2021-11-24,2021-03-21,51,2021-06-07,onboarded,408,1211.78,1037.79,75,92.14,8
2021-03-24,2021-05-28,31,2021-04-15,activated,827,1635.34,1883.93,60,52.9,71
2021-11-05,2021-02-15,82,2021-09-16,onboarded,756,124.37,930.76,7,16.42,79
2021-05-03,2021-06-01,51,2021-09-18,onboarded,214,393.17,1145.71,76,96.65,27
2021-03-31,2021-12-30,34,2021-09-20,onboarded,536,1736.32,1704.62,69,45.79,36
2021-12-18,2021-06-05,43,2021-06-16,activated,786,1759.27,830.78,12,77.67,32
2021-12-07,2021-07-23,51,2021-02-16,activated,468,1966.65,909.31,74,37.92,34
2021-06-12,2021-10-28,9,2021-06-29,onboarded,534,529.7,1141.35,30,61.42,6
2021-05-29,2021-05-08,34,2021-03-08,onboarded,346,1833.79,523.39,24,82.4,54
2021-09-08,2021-07-02,22,2021-10-24,onboarded,569,685.91,1529.15,22,30.83,36
2021-08-20,2021-04-15,66,2021-01-23,onboarded,677,961.29,22.81,95,47.45,37
2021-05-02,2021-09-17,67,2021-09-28,activated,780,563.26,411.21,7,20.24,30
2021-09-29,2021-12-18,40,2021-11-04,onboarded,200,217.34,598.21,39,42.6,82
2021-10-21,2021-07-28,80,2021-05-04,onboarded,571,1509.59,1276.41,26,24.96,28
2021-03-13,2021-06-08,60,2021-11-30,onboarded,142,113.42,188.58,90,56.97,68
2021-01-23,2021-07-10,31,2021-12-01,onboarded,325,708.15,200.52,41,26.44,4
2021-04-21,2021-12-16,54,2021-10-06,onboarded,277,1058.61,1471.97,35,16.7,14
2021-10-11,2021-05-30,12,2021-08-18,onboarded,155,335.1,760.3,18,94.6,21
2021-06-24,2021-12-13,40,2021-01-17,activated,849,28.36,997.5,79,7.4,32
2021-06-09,2021-01-16,27,2021-09-02,activated,677,1928.37,673.17,25,4.72,16
2021-03-29,2021-12-27,98,2021-11-10,activated,124,603.79,545.94,40,12.9,62
2021-03-28,2021-04-19,28,2021-08-07,onboarded,711,928.8,287.19,2,96.11,71
2021-11-02,2021-06-28,65,2021-01-31,onboarded,285,1192.85,757.22,55,88.3,86
2021-05-21,2021-11-22,49,2021-04-03,activated,775,601.8,1673.72,23,62.38,99
2021-08-05,2021-01-13,1,2021-05-18,onboarded,410,1861.34,131.14,60,58.97,34
2021-11-21,2021-08-16,11,2021-07-18,onboarded,445,1810.77,932.61,44,60,51
2021-03-20,2021-01-20,84,2021-07-29,activated,501,1711.45,237.67,6,29.54,70
2021-11-24,2021-09-04,7,2021-06-15,onboarded,616,198.29,1243.71,30,69.47,60
2021-06-14,2021-05-19,9,2021-03-22,onboarded,363,1834.37,1624.8,3,44.65,66
2021-06-08,2021-06-18,70,2021-05-13,onboarded,241,26.81,861.62,30,43.64,59
2021-06-19,2021-10-28,28,2021-06-11,onboarded,762,414.58,813.41,78,42.28,59
2021-11-11,2021-05-25,88,2021-12-21,onboarded,397,1495.34,1098.7,38,62.81,55
2021-04-21,2021-08-07,95,2021-03-17,onboarded,532,758.87,850.73,69,66.21,53
2021-06-09,2021-06-22,82,2021-07-29,onboarded,398,263.7,1490.3,19,18.86,93
2021-06-17,2021-08-09,98,2021-01-24,activated,943,577.32,663.7,1,58.56,82
2021-06-17,2021-02-21,23,2021-07-06,pending,355,998.8,410.1,42,63.46,87
2021-06-16,2021-03-25,91,2021-02-24,onboarded,420,1785.81,1196.98,78,45.76,54
2021-09-16,2021-12-14,42,2021-06-06,onboarded,873,823.17,1421.1,20,34.33,64
2021-10-17,2021-11-13,34,2021-09-01,activated,96,26.1,66.9,11,60.27,99
2021-09-13,2021-01-05,100,2021-04-18,onboarded,258,1056.76,229.35,64,78.52,6
2021-02-07,2021-02-22,71,2021-06-21,onboarded,204,1964.8,744.43,54,85,14
2021-05-14,2021-03-30,32,2021-01-15,onboarded,926,563.59,1582.2,82,96.33,62
2021-10-14,2021-08-03,78,2021-10-31,onboarded,278,1222.67,1774.51,52,9.82,85
2021-09-04,2021-04-27,10,2021-04-25,activated,722,61.62,1199.37,27,49.61,79
2021-04-28,2021-03-24,45,2021-09-08,onboarded,512,1736.6,1146.49,97,88.94,20
2021-06-06,2021-02-09,63,2021-11-18,onboarded,190,228.87,1376.82,91,17.69,24
2021-04-20,2021-06-08,5,2021-10-09,onboarded,876,1661.66,719.22,84,68.79,48
2021-12-21,2021-12-18,21,2021-05-17,onboarded,85,177.78,569.21,78,81.9,42
2021-07-12,2021-09-17,79,2021-07-25,pending,219,607.12,651.65,16,47.51,56
2021-06-15,2021-06-21,36,2021-02-03,onboarded,538,825.7,1149.89,6,90.32,18
2021-12-12,2021-08-06,57,2021-02-12,pending,59,41.54,1654.77,85,13.42,1
